Date,Revenue,Quantity,Orders,Customers
2011-01-05 13:40:00,331.45,255,2,2
2011-01-05 13:41:00,132.66,68,1,1
2011-01-05 13:49:00,7.95,5,1,0
2011-01-05 13:53:00,653.86,717,1,1
2011-01-05 13:57:00,296.66,303,1,1
2011-01-05 14:38:00,4.95,1,1,0
2011-01-05 14:44:00,583.37,171,1,0
2011-01-05 14:48:00,835.11,373,1,1
2011-01-05 15:09:00,417.81,571,1,1
2011-01-05 15:30:00,511.95,275,1,1
2011-01-05 15:42:00,379.44,1032,1,1
2011-01-05 15:56:00,1044.65,348,1,1
2011-01-05 15:57:00,583.45,184,1,1
2011-01-05 16:00:00,305.74,400,1,1
2011-01-05 16:06:00,12.75,1,1,1
2011-01-05 16:28:00,1263.72,444,1,1
2011-01-05 16:50:00,1331.8,485,1,0
2011-01-05 17:33:00,238.55,75,1,1
2011-01-06 08:52:00,682.8,212,1,1
2011-01-06 09:00:00,417.3,366,1,1
2011-01-06 09:40:00,771.29,344,1,1
2011-01-06 09:57:00,730.88,536,1,1
2011-01-06 10:01:00,242.54999999999998,147,1,1
2011-01-06 10:03:00,169.8,184,1,1
2011-01-06 10:20:00,432.0,600,1,1
2011-01-06 10:46:00,253.1,86,1,1
2011-01-06 11:12:00,7011.38,4662,1,1
2011-01-06 11:25:00,1489.18,944,1,1
2011-01-06 11:39:00,186.0,40,1,1
2011-01-06 11:57:00,563.15,711,1,1
2011-01-06 11:59:00,211.8,92,1,1
2011-01-06 12:11:00,1520.1100000000001,669,1,1
2011-01-06 12:16:00,1520.11,669,1,1
2011-01-06 12:18:00,3120.2200000000003,1798,1,1
2011-01-06 12:31:00,433.04,224,1,1
2011-01-06 12:32:00,35.400000000000006,12,1,1
2011-01-06 12:37:00,143.0,140,1,1
2011-01-06 12:45:00,785.65,165,1,1
2011-01-06 13:00:00,464.82,204,1,1
2011-01-06 13:19:00,621.9,130,1,1
2011-01-06 13:56:00,224.11,93,1,1
2011-01-06 14:07:00,660.15,569,1,1
2011-01-06 14:14:00,108.45,61,1,1
2011-01-06 14:26:00,319.77,263,1,1
2011-01-06 14:27:00,2094.11,783,1,0
2011-01-06 14:53:00,499.89,282,1,1
2011-01-06 14:58:00,623.6800000000001,288,1,1
2011-01-06 15:11:00,3401.94,690,1,0
2011-01-06 15:12:00,513.86,116,1,0
2011-01-06 15:14:00,1374.46,1171,1,1
2011-01-06 15:25:00,369.14,262,1,1
2011-01-06 15:29:00,377.7,366,1,1
2011-01-06 15:41:00,304.2,274,1,1
2011-01-06 15:42:00,162.70000000000002,113,1,1
2011-01-06 15:54:00,185.1,618,1,1
2011-01-06 16:03:00,317.06,95,1,1
2011-01-06 16:12:00,479.25,180,1,1
2011-01-06 16:25:00,76.32000000000001,72,1,1
2011-01-06 16:35:00,309.55,71,1,1
2011-01-06 16:41:00,3527.64,2602,1,1
2011-01-06 17:10:00,290.95,105,1,1
2011-01-06 17:19:00,303.36,208,1,1
2011-01-06 17:26:00,12.75,1,1,0
2011-01-06 17:47:00,406.77000000000004,203,1,1
2011-01-06 17:58:00,175.15,149,1,1
2011-01-06 18:24:00,237.65,55,1,1
2011-01-06 18:33:00,969.24,404,1,1
2011-01-06 18:57:00,236.02,95,1,1
2011-01-07 09:23:00,9.3,2,1,1
2011-01-07 09:31:00,1355.1599999999999,588,2,2
2011-01-07 09:40:00,301.66,235,1,1
2011-01-07 09:50:00,582.0,968,1,1
2011-01-07 09:53:00,495.0,300,1,1
2011-01-07 09:55:00,1064.97,579,2,2
2011-01-07 10:00:00,504.25,190,1,1
2011-01-07 10:04:00,387.40000000000003,95,1,1
2011-01-07 10:24:00,311.07,281,1,1
2011-01-07 10:27:00,303.0,88,1,1
2011-01-07 10:29:00,331.55,208,1,1
2011-01-07 10:32:00,603.09,413,1,1
2011-01-07 10:47:00,523.05,365,1,1
2011-01-07 10:55:00,149.41,79,1,1
2011-01-07 11:04:00,2688.72,1075,1,0
2011-01-07 11:13:00,207.25,251,1,1
2011-01-07 11:49:00,325.44,96,1,1
2011-01-07 11:54:00,302.45,341,1,1
2011-01-07 11:57:00,368.52,168,1,1
2011-01-07 12:07:00,730.16,491,1,1
2011-01-07 12:14:00,188.0,80,1,1
2011-01-07 12:26:00,102.5,22,1,1
2011-01-07 12:28:00,2169.39,1783,1,1
2011-01-07 12:35:00,479.1,186,1,1
2011-01-07 12:44:00,226.86,304,2,2
2011-01-07 12:45:00,434.95000000000005,195,1,1
2011-01-07 13:13:00,334.93,105,1,1
2011-01-07 13:17:00,1429.9,1070,1,1
2011-01-07 13:30:00,83.7,78,1,1
2011-01-07 13:34:00,306.0,72,1,1
2011-01-07 13:39:00,300.54,222,1,1
2011-01-07 13:55:00,2311.53,948,1,0
2011-01-07 14:04:00,1138.67,630,1,1
2011-01-07 14:21:00,688.45,367,1,1
2011-01-07 14:22:00,335.8,223,1,1
2011-01-07 14:31:00,716.11,571,1,1
2011-01-07 14:38:00,6.6,4,1,0
2011-01-07 14:43:00,141.48000000000002,70,1,1
2011-01-07 14:44:00,4.25,1,1,0
2011-01-07 14:49:00,304.24,404,1,1
2011-01-07 14:53:00,2970.0,1800,1,1
2011-01-07 15:19:00,135.9,90,1,1
2011-01-07 15:27:00,816.25,367,1,1
2011-01-07 15:42:00,165.88,94,1,1
2011-01-07 15:48:00,285.28000000000003,147,1,1
2011-01-07 16:32:00,559.85,199,1,1
2011-01-07 16:34:00,300.74,118,1,1
2011-01-07 17:04:00,10.9,2,1,0
2011-01-07 17:18:00,345.34000000000003,195,2,1
2011-01-09 10:06:00,268.8,68,1,1
2011-01-09 10:21:00,348.2,88,1,1
2011-01-09 10:26:00,390.29999999999995,72,1,1
2011-01-09 10:43:00,753.26,942,1,1
2011-01-09 10:50:00,625.04,400,1,1
2011-01-09 11:02:00,208.56,67,1,1
2011-01-09 11:05:00,313.15,143,1,1
2011-01-09 11:12:00,274.35,71,1,1
2011-01-09 11:20:00,2079.75,616,2,2
2011-01-09 11:27:00,533.79,402,1,1
2011-01-09 11:32:00,104.25,15,1,1
2011-01-09 11:34:00,299.89,176,1,1
2011-01-09 11:39:00,140.59,81,1,1
2011-01-09 11:41:00,422.4,152,1,1
2011-01-09 11:43:00,406.27,177,1,1
2011-01-09 11:54:00,182.78,72,1,1
2011-01-09 12:01:00,265.75,65,1,1
2011-01-09 12:02:00,157.09,76,1,1
2011-01-09 12:03:00,97.5,58,1,1
2011-01-09 12:12:00,413.68,230,1,1
2011-01-09 12:31:00,195.45,156,1,1
2011-01-09 12:46:00,114.0,78,1,1
2011-01-09 12:50:00,301.28,258,1,1
2011-01-09 12:51:00,340.94,250,1,1
2011-01-09 12:53:00,607.21,344,1,1
2011-01-09 13:02:00,309.48,160,1,1
2011-01-09 13:41:00,229.48,154,1,1
2011-01-09 13:50:00,615.05,358,2,2
2011-01-09 14:02:00,488.46000000000004,238,1,1
2011-01-09 14:03:00,119.49000000000001,56,1,1
2011-01-09 14:11:00,221.7,37,1,1
2011-01-09 14:12:00,141.05,67,1,1
2011-01-09 14:17:00,25.2,24,1,1
2011-01-09 14:21:00,145.5,93,1,1
2011-01-09 14:28:00,110.17999999999999,78,1,1
2011-01-09 14:36:00,279.02,99,1,1
2011-01-09 14:42:00,557.07,429,1,1
2011-01-09 15:10:00,169.35,47,1,1
2011-01-09 15:13:00,320.21999999999997,181,1,1
2011-01-09 15:18:00,78.2,50,1,1
2011-01-09 15:23:00,380.68,171,1,1
2011-01-09 15:32:00,73.5,42,1,1
2011-01-09 15:35:00,359.19,254,1,1
2011-01-09 15:56:00,686.48,411,1,1
2011-01-09 16:07:00,258.0,85,1,1
2011-01-09 16:11:00,179.1,34,1,1
2011-01-10 09:11:00,1715.85,643,1,1
2011-01-10 09:43:00,4731.639999999999,1797,1,0
2011-01-10 09:44:00,376.7,196,1,1
2011-01-10 09:48:00,344.94,243,1,1
2011-01-10 09:55:00,240.45000000000002,81,1,1
2011-01-10 09:58:00,461.44,196,2,1
2011-01-10 10:32:00,326.78,260,1,1
2011-01-10 10:35:00,512.59,408,2,2
2011-01-10 10:44:00,102.0,40,1,1
2011-01-10 10:58:00,185.97,83,1,1
2011-01-10 11:09:00,332.41,249,1,1
2011-01-10 11:22:00,646.54,246,1,1
2011-01-10 11:35:00,326.82,645,1,1
2011-01-10 11:38:00,311.71,386,1,1
2011-01-10 11:59:00,217.75,19,1,1
2011-01-10 12:03:00,456.97,195,1,1
2011-01-10 12:04:00,212.0,200,1,1
2011-01-10 12:28:00,566.84,468,1,1
2011-01-10 12:36:00,167.6,37,1,1
2011-01-10 13:20:00,279.3,94,1,1
2011-01-10 13:22:00,1238.06,635,1,1
2011-01-10 14:16:00,827.1800000000001,418,1,1
2011-01-10 14:20:00,402.66,522,1,1
2011-01-10 14:32:00,2312.89,986,1,0
2011-01-10 14:57:00,1232.32,508,1,1
2011-01-10 14:58:00,969.87,793,1,1
2011-01-10 14:59:00,404.12,317,1,1
2011-01-10 15:07:00,250.0,2,1,1
2011-01-10 15:16:00,500.48,136,1,1
2011-01-10 15:18:00,263.0,87,1,1
2011-01-10 15:35:00,322.53000000000003,163,1,1
2011-01-10 15:51:00,780.42,518,1,1
2011-01-10 16:24:00,434.03999999999996,365,1,1
2011-01-10 16:25:00,1787.82,593,1,0
2011-01-10 16:29:00,64.14,150,1,1
2011-01-10 17:08:00,10.05,5,1,0
2011-01-10 17:18:00,237.19,177,1,1
2011-01-11 07:57:00,234.0,173,1,1
2011-01-11 08:43:00,12797.52,4510,1,1
2011-01-11 08:45:00,241.26,198,1,1
2011-01-11 08:50:00,1508.6599999999999,686,1,1
2011-01-11 09:12:00,352.51,235,1,1
2011-01-11 09:20:00,369.0,188,1,1
2011-01-11 09:24:00,4314.0199999999995,858,1,1
2011-01-11 09:47:00,462.5,238,1,1
2011-01-11 09:48:00,602.44,348,1,1
2011-01-11 09:58:00,651.95,1179,2,2
2011-01-11 10:04:00,302.57,71,1,1
2011-01-11 10:19:00,144.12,328,1,1
2011-01-11 10:26:00,153.9,90,1,1
2011-01-11 10:31:00,69.7,12,1,1
2011-01-11 10:38:00,815.0600000000001,711,2,2
2011-01-11 10:40:00,145.75,49,1,1
2011-01-11 11:15:00,110.95,21,1,1
2011-01-11 11:18:00,252.42000000000002,144,1,1
2011-01-11 11:32:00,184.2,80,1,1
2011-01-11 11:39:00,3417.1200000000003,1008,1,1
2011-01-11 11:48:00,871.1999999999999,578,1,1
2011-01-11 11:54:00,153.6,128,1,1
2011-01-11 12:00:00,355.8,92,1,1
2011-01-11 12:05:00,8.5,1,1,1
2011-01-11 12:11:00,727.36,706,1,1
2011-01-11 12:12:00,15.299999999999999,6,1,1
2011-01-11 12:20:00,302.36,364,1,1
2011-01-11 12:25:00,1147.1799999999998,475,1,1
2011-01-11 12:29:00,418.48,208,1,1
2011-01-11 12:30:00,421.95,199,1,1
2011-01-11 12:37:00,374.75,225,1,1
2011-01-11 12:41:00,415.55,288,1,1
2011-01-11 12:55:00,15514.11,7296,2,2
2011-01-11 12:56:00,347.95,97,1,1
2011-01-11 12:57:00,7837.5,1970,1,1
2011-01-11 13:06:00,23.85,3,1,1
2011-01-11 13:16:00,3195.7799999999997,1067,1,0
2011-01-11 13:25:00,24.95,5,1,1
2011-01-11 13:26:00,288.5,182,1,1
2011-01-11 13:31:00,252.54,122,1,1
2011-01-11 13:54:00,62.13,19,1,1
2011-01-11 14:00:00,447.28,362,1,1
2011-01-11 14:15:00,344.14,159,1,1
2011-01-11 14:36:00,145.34,24,1,0
2011-01-11 14:38:00,113.63999999999999,156,1,1
2011-01-11 14:42:00,5032.29,1258,1,0
2011-01-11 14:46:00,0.65,1,1,0
2011-01-11 14:50:00,1578.31,624,1,1
2011-01-11 15:00:00,154.9,115,1,1
2011-01-11 15:01:00,12.75,15,1,0
2011-01-11 15:13:00,425.1,308,1,1
2011-01-11 15:42:00,355.65,171,2,2
2011-01-11 16:16:00,60.0,48,1,1
2011-01-11 16:24:00,71.5,38,1,1
2011-01-12 09:26:00,3808.77,1330,1,0
2011-01-12 09:33:00,492.65000000000003,197,1,1
2011-01-12 09:43:00,102.95,43,1,1
2011-01-12 10:14:00,445.6,194,1,1
2011-01-12 10:16:00,812.25,373,1,1
2011-01-12 10:20:00,314.0,140,1,1
2011-01-12 10:49:00,92.4,44,1,1
2011-01-12 10:58:00,438.67,181,1,1
2011-01-12 11:18:00,202.34999999999997,143,1,1
2011-01-12 11:21:00,575.18,555,1,1
2011-01-12 11:46:00,250.65,97,1,1
2011-01-12 11:51:00,366.12,332,1,1
2011-01-12 11:52:00,1358.29,766,1,1
2011-01-12 11:53:00,721.9200000000001,64,1,1
2011-01-12 12:00:00,311.67,131,1,1
2011-01-12 12:10:00,2.46,2,1,1
2011-01-12 12:12:00,214.18,33,1,1
2011-01-12 12:31:00,220.33,107,1,1
2011-01-12 12:41:00,0.85,1,1,1
2011-01-12 12:43:00,1294.56,634,2,2
2011-01-12 13:10:00,676.5999999999999,132,1,1
2011-01-12 13:16:00,208.05,146,1,1
2011-01-12 13:19:00,174.15,47,1,1
2011-01-12 13:27:00,137.95,82,1,1
2011-01-12 13:30:00,342.46,193,1,1
2011-01-12 13:40:00,770.75,316,1,1
2011-01-12 13:52:00,197.65,6,1,1
2011-01-12 14:10:00,651.16,590,1,1
2011-01-12 14:13:00,392.7,134,1,1
2011-01-12 14:20:00,14.899999999999999,2,1,0
2011-01-12 14:43:00,112.08,64,1,1
2011-01-12 14:57:00,289.7,91,1,1
2011-01-12 15:00:00,919.98,505,1,1
2011-01-12 15:01:00,3716.17,1391,1,0
2011-01-12 15:06:00,554.75,273,1,1
2011-01-12 15:22:00,255.25,121,1,1
2011-01-12 15:25:00,287.46000000000004,168,1,1
2011-01-12 15:36:00,1289.5,290,1,1
2011-01-12 15:44:00,148.35,39,1,1
2011-01-12 15:48:00,105.54,24,1,1
2011-01-12 16:14:00,408.29,113,1,1
2011-01-12 16:51:00,258.41,143,1,1
2011-01-12 16:52:00,307.05,73,1,1
2011-01-12 16:57:00,419.83,296,1,1
2011-01-13 09:23:00,201.19,91,1,1
2011-01-13 09:29:00,704.59,560,1,1
2011-01-13 09:30:00,2700.92,914,1,0
2011-01-13 09:40:00,104.0,34,1,1
2011-01-13 09:55:00,130.85,155,1,1
2011-01-13 10:04:00,289.5,194,1,1
2011-01-13 10:08:00,1431.28,1128,1,1
2011-01-13 10:28:00,165.0,1,1,1
2011-01-13 10:33:00,188.69,135,1,1
2011-01-13 10:35:00,472.57,257,2,2
2011-01-13 10:39:00,200.25,94,1,1
2011-01-13 10:43:00,323.15000000000003,120,1,1
2011-01-13 10:48:00,72.26,68,1,1
2011-01-13 11:05:00,195.13,89,1,1
2011-01-13 11:26:00,155.17,85,1,1
2011-01-13 11:48:00,271.09,244,1,1
2011-01-13 11:54:00,620.76,213,2,2
2011-01-13 11:57:00,226.37,75,1,1
2011-01-13 12:03:00,1200.81,527,2,2
2011-01-13 12:10:00,551.14,248,2,2
2011-01-13 12:32:00,353.7,118,1,1
2011-01-13 12:37:00,205.75,25,1,1
2011-01-13 12:41:00,692.82,505,1,1
2011-01-13 12:53:00,342.15,159,1,1
2011-01-13 13:21:00,753.4499999999999,100,1,1
2011-01-13 13:36:00,332.17,292,1,1
2011-01-13 14:24:00,596.0600000000001,286,1,1
2011-01-13 14:29:00,2751.16,947,1,0
2011-01-13 14:34:00,660.0,400,1,1
2011-01-13 14:50:00,259.20000000000005,384,1,1
2011-01-13 14:55:00,328.92,294,1,1
2011-01-13 15:01:00,76.32000000000001,72,1,1
2011-01-13 15:10:00,14.95,1,1,1
2011-01-13 15:11:00,342.61,201,1,1
2011-01-13 15:13:00,353.5,176,1,1
2011-01-13 15:17:00,386.05,187,1,1
2011-01-13 15:18:00,174.14999999999998,27,1,1
2011-01-13 15:19:00,175.2,16,1,1
2011-01-13 15:34:00,1608.66,748,1,1
2011-01-13 17:14:00,1.25,1,1,0
2011-01-14 08:16:00,127.80000000000001,76,1,1
2011-01-14 09:13:00,864.22,548,1,1
2011-01-14 09:20:00,225.89999999999998,78,1,1
2011-01-14 09:23:00,284.62,166,1,1
2011-01-14 09:52:00,534.57,281,1,1
2011-01-14 09:54:00,131.39999999999998,12,1,1
2011-01-14 10:06:00,47.5,11,1,1
2011-01-14 10:10:00,281.88,312,1,1
2011-01-14 10:11:00,191.1,19,1,0
2011-01-14 10:12:00,243.3,31,1,0
2011-01-14 10:14:00,273.26,38,1,0
2011-01-14 10:15:00,739.97,114,1,0
2011-01-14 10:16:00,629.41,69,1,0
2011-01-14 10:17:00,949.99,122,2,0
2011-01-14 10:20:00,643.6,368,1,1
2011-01-14 10:31:00,179.10000000000002,78,1,1
2011-01-14 10:39:00,692.54,254,2,2
2011-01-14 10:42:00,700.31,446,1,1
2011-01-14 11:05:00,313.2,262,1,1
2011-01-14 11:36:00,177.00000000000003,60,1,1
2011-01-14 11:47:00,345.84999999999997,103,1,1
2011-01-14 11:50:00,100.2,36,1,1
2011-01-14 12:09:00,448.95,230,1,1
2011-01-14 12:21:00,302.76,44,1,1
2011-01-14 12:22:00,322.58,146,1,1
2011-01-14 12:23:00,421.9,126,1,1
2011-01-14 12:24:00,10389.06,8210,1,1
2011-01-14 12:27:00,361.5,210,1,1
2011-01-14 12:29:00,272.64,296,1,1
2011-01-14 13:28:00,556.55,353,1,1
2011-01-14 13:41:00,487.70000000000005,198,1,1
2011-01-14 13:42:00,1547.58,740,1,1
2011-01-14 13:52:00,416.54,507,1,1
2011-01-14 13:59:00,111.9,24,1,1
2011-01-14 14:02:00,142.82,178,1,1
2011-01-14 14:06:00,3134.2799999999997,1165,1,0
2011-01-14 14:11:00,16774.72,6198,1,1
2011-01-14 14:28:00,1883.57,483,1,0
2011-01-14 14:39:00,254.54,177,1,1
2011-01-14 14:45:00,201.9,71,1,1
2011-01-14 14:47:00,234.62,146,1,1
2011-01-14 15:04:00,214.20000000000002,36,1,1
2011-01-14 15:29:00,349.2,80,1,1
2011-01-14 16:29:00,45.0,36,1,1
2011-01-14 17:16:00,3.35,1,1,1
2011-01-16 10:42:00,380.4,116,1,1
2011-01-16 10:56:00,487.9,492,1,1
2011-01-16 11:07:00,161.3,83,1,1
2011-01-16 11:08:00,191.94,108,1,1
2011-01-16 11:49:00,58.190000000000005,17,1,1
2011-01-16 12:11:00,69.6,48,1,1
2011-01-16 12:35:00,236.84,70,1,1
2011-01-16 12:41:00,22.200000000000003,12,1,1
2011-01-16 12:44:00,810.0,648,1,1
2011-01-16 13:04:00,6.869999999999999,6,1,1
2011-01-16 13:18:00,109.28,179,1,1
2011-01-16 13:19:00,30.240000000000002,72,1,1
2011-01-16 13:25:00,218.64999999999998,83,1,1
2011-01-16 13:41:00,203.3,60,1,1
2011-01-16 13:51:00,276.53999999999996,107,1,1
2011-01-16 13:54:00,4.25,1,1,1
2011-01-16 14:36:00,477.61,347,1,1
2011-01-16 15:30:00,334.2,123,1,1
2011-01-16 15:38:00,261.85,91,1,1
2011-01-16 15:44:00,141.25,73,1,1
2011-01-16 15:50:00,287.11,158,1,1
2011-01-16 16:10:00,903.01,606,2,2
2011-01-16 16:23:00,423.6,221,1,1
2011-01-16 16:25:00,880.26,365,1,1
2011-01-17 10:37:00,613.22,288,1,1
2011-01-17 10:52:00,221.44,116,1,1
2011-01-17 11:01:00,1096.0,412,1,1
2011-01-17 11:09:00,155.95,27,1,1
2011-01-17 11:12:00,431.3,204,1,1
2011-01-17 11:17:00,110.45,31,1,1
2011-01-17 11:21:00,189.5,94,1,1
2011-01-17 11:24:00,493.45,249,1,1
2011-01-17 11:28:00,121.20000000000002,48,1,1
2011-01-17 11:34:00,165.0,100,1,1
2011-01-17 11:46:00,220.9,171,1,1
2011-01-17 11:53:00,167.4,52,1,1
2011-01-17 11:55:00,635.8,356,1,1
2011-01-17 11:57:00,1199.33,679,1,1
2011-01-17 11:59:00,64.99000000000001,14,1,1
2011-01-17 12:31:00,882.75,304,1,1
2011-01-17 12:34:00,170.46,146,1,1
2011-01-17 12:45:00,805.45,447,1,1
2011-01-17 13:08:00,475.2,304,1,1
2011-01-17 13:09:00,751.5999999999999,664,1,1
2011-01-17 13:21:00,264.65,135,1,1
2011-01-17 13:23:00,208.32,76,1,1
2011-01-17 13:25:00,384.17,337,2,2
2011-01-17 13:30:00,375.15,133,1,1
2011-01-17 13:39:00,394.57,145,1,1
2011-01-17 13:59:00,157.2,96,1,1
2011-01-17 14:18:00,304.02,166,1,1
2011-01-17 14:27:00,111.35,43,1,1
2011-01-17 14:40:00,146.85,111,1,1
2011-01-17 14:49:00,311.48,262,1,1
2011-01-17 14:51:00,609.88,333,2,2
2011-01-17 15:05:00,7.800000000000001,12,1,1
2011-01-17 15:11:00,412.85,43,1,1
2011-01-17 15:17:00,732.14,268,1,1
2011-01-17 15:19:00,416.08,209,1,1
2011-01-17 15:31:00,152.64000000000001,144,1,1
2011-01-17 15:42:00,316.5,186,1,1
2011-01-17 15:50:00,347.03999999999996,340,1,1
2011-01-17 16:06:00,1207.13,617,1,1
2011-01-17 16:07:00,9.75,5,1,1
2011-01-17 16:08:00,5.95,1,1,0
2011-01-17 16:14:00,417.23,221,2,2
2011-01-17 16:23:00,262.96,102,1,1
2011-01-17 17:08:00,5.9,2,1,1
2011-01-17 17:44:00,4106.84,1610,1,0
2011-01-17 17:48:00,2555.13,894,1,0
2011-01-17 17:54:00,3237.88,1230,1,0
2011-01-17 17:57:00,2829.87,948,1,0
2011-01-18 08:43:00,79.2,144,1,1
2011-01-18 08:44:00,440.0,4,1,1
2011-01-18 08:46:00,405.0,60,1,1
2011-01-18 08:53:00,138.35,53,1,1
2011-01-18 09:44:00,302.22,278,1,1
2011-01-18 09:50:00,2271.62,1216,1,1
2011-01-18 10:01:00,77183.6,74215,1,1
2011-01-18 10:15:00,158.95,49,1,1
2011-01-18 10:22:00,465.58,287,1,1
2011-01-18 10:28:00,155.93,133,1,1
2011-01-18 10:41:00,315.0,76,1,1
2011-01-18 10:58:00,69.6,96,1,1
2011-01-18 11:30:00,305.52,240,1,1
2011-01-18 11:51:00,390.0,200,1,1
2011-01-18 11:54:00,707.88,1108,1,1
2011-01-18 12:05:00,132.52,113,1,1
2011-01-18 12:09:00,293.63,147,1,1
2011-01-18 12:40:00,107.45,17,1,1
2011-01-18 12:46:00,193.09,117,1,1
2011-01-18 13:05:00,289.55,241,1,1
2011-01-18 13:15:00,129.51,99,1,1
2011-01-18 13:34:00,780.5,518,1,1
2011-01-18 13:38:00,554.95,347,1,1
2011-01-18 13:40:00,129.95,61,1,1
2011-01-18 14:04:00,681.05,294,1,1
2011-01-18 14:29:00,1933.95,459,1,0
2011-01-18 14:38:00,7.89,7,1,0
2011-01-18 14:59:00,386.21,54,1,0
2011-01-18 15:00:00,403.15,51,1,0
2011-01-18 15:19:00,2418.2599999999998,1017,1,0
2011-01-18 15:25:00,145.23,191,1,1
2011-01-18 15:37:00,233.05,73,1,1
2011-01-18 15:58:00,15.0,1,1,1
2011-01-18 16:05:00,755.75,91,2,0
2011-01-18 16:06:00,615.18,70,1,0
2011-01-18 16:31:00,141.66,106,1,1
2011-01-18 16:39:00,203.55,56,1,1
2011-01-18 16:45:00,125.07,53,1,1
2011-01-18 16:52:00,15.0,12,1,1
2011-01-18 17:34:00,1868.1299999999999,610,1,0
2011-01-19 08:34:00,63.0,37,1,1
2011-01-19 09:05:00,2919.5099999999998,2334,1,1
2011-01-19 09:13:00,238.5,113,1,1
2011-01-19 09:45:00,169.74,117,1,1
2011-01-19 09:54:00,330.2,102,1,1
2011-01-19 10:09:00,106.85,32,1,1
2011-01-19 10:49:00,594.7,240,1,1
2011-01-19 10:51:00,76.32000000000001,72,1,1
2011-01-19 10:56:00,523.98,403,1,1
2011-01-19 11:15:00,739.29,756,1,1
2011-01-19 11:38:00,192.26,133,1,1
2011-01-19 11:48:00,172.15,45,1,1
2011-01-19 11:50:00,833.44,808,1,1
2011-01-19 11:51:00,752.75,386,1,1
2011-01-19 12:07:00,305.6,66,1,1
2011-01-19 12:14:00,685.12,319,1,1
2011-01-19 12:34:00,7722.04,6072,1,1
2011-01-19 12:38:00,149.83,122,1,1
2011-01-19 12:52:00,212.72,266,1,1
2011-01-19 13:21:00,577.02,541,1,1
2011-01-19 13:32:00,112.92,48,1,1
2011-01-19 14:12:00,405.36,54,1,0
2011-01-19 14:22:00,275.5,38,1,1
2011-01-19 14:39:00,202.93,54,1,1
2011-01-19 14:43:00,487.45000000000005,310,1,1
2011-01-19 14:50:00,410.18,234,1,1
2011-01-19 14:52:00,309.94,308,1,1
2011-01-19 15:08:00,3882.43,1431,1,0
2011-01-19 15:20:00,321.4,235,1,1
2011-01-19 15:30:00,295.05,243,1,1
2011-01-19 16:08:00,101.06,50,1,1
2011-01-19 16:18:00,185.92000000000002,155,1,1
2011-01-19 16:19:00,1037.4,967,2,2
2011-01-19 17:17:00,150.98,84,1,1
2011-01-19 17:23:00,331.03,179,1,1
2011-01-20 09:03:00,114.6,60,1,1
2011-01-20 09:25:00,114.68,56,1,1
2011-01-20 09:53:00,29.43,1,1,0
2011-01-20 09:54:00,305.28000000000003,288,1,1
2011-01-20 10:11:00,74.9,32,1,1
2011-01-20 10:18:00,957.63,309,2,1
2011-01-20 10:43:00,149.42000000000002,132,1,1
2011-01-20 10:47:00,581.55,211,1,1
2011-01-20 10:48:00,935.13,497,1,1
2011-01-20 11:15:00,337.7,166,1,1
2011-01-20 11:39:00,167.39000000000001,139,1,1
2011-01-20 11:49:00,5.5,2,1,0
2011-01-20 12:04:00,262.55,56,1,1
2011-01-20 12:11:00,87.75,21,1,1
2011-01-20 12:16:00,428.38,283,2,2
2011-01-20 12:20:00,482.26,249,1,1
2011-01-20 12:23:00,330.9,100,1,1
2011-01-20 12:29:00,331.76,172,1,1
2011-01-20 12:34:00,2756.84,1332,1,1
2011-01-20 13:01:00,398.6,112,1,1
2011-01-20 13:02:00,255.6,96,2,1
2011-01-20 13:49:00,225.6,94,1,1
2011-01-20 14:01:00,833.52,439,2,2
2011-01-20 14:13:00,115.8,110,1,1
2011-01-20 14:17:00,55.5,18,1,1
2011-01-20 14:18:00,1652.27,1059,1,1
2011-01-20 14:24:00,229.46999999999997,175,1,1
2011-01-20 15:00:00,278.6,180,1,1
2011-01-20 15:01:00,330.48,376,1,1
2011-01-20 15:22:00,1761.18,1126,1,1
2011-01-20 15:42:00,377.3,117,1,1
2011-01-20 16:17:00,42.2,20,1,1
2011-01-20 16:59:00,25.0,10,1,0
2011-01-20 18:01:00,3323.19,1253,1,0
2011-01-20 18:08:00,2619.14,1038,1,0
2011-01-20 19:16:00,222.24,146,1,1
2011-01-21 09:03:00,301.96,484,1,1
2011-01-21 09:06:00,135.75,145,1,1
2011-01-21 09:52:00,341.0,145,1,1
2011-01-21 10:35:00,304.02,334,1,1
2011-01-21 11:08:00,19.5,10,1,1
2011-01-21 11:09:00,441.15,233,1,1
2011-01-21 11:18:00,8060.3,5730,1,1
2011-01-21 11:19:00,123.88,72,1,1
2011-01-21 11:34:00,94.36,44,1,1
2011-01-21 11:42:00,661.58,164,1,1
2011-01-21 11:50:00,8.5,10,1,1
2011-01-21 11:55:00,728.16,396,1,1
2011-01-21 12:37:00,717.02,362,1,1
2011-01-21 12:40:00,85.6,14,1,1
2011-01-21 13:05:00,307.6,160,1,1
2011-01-21 13:07:00,7646.16,2008,2,2
2011-01-21 13:09:00,302.0,152,1,1
2011-01-21 13:13:00,345.24,212,1,1
2011-01-21 13:21:00,138.55,56,1,1
2011-01-21 13:47:00,259.6,131,1,1
2011-01-21 13:55:00,318.5,205,1,1
2011-01-21 14:04:00,17.2,6,1,1
2011-01-21 14:17:00,387.87,197,1,1
