date,customer_id,category,product_name,quantity,unit_price,total_price,unit_cost,total_cost,profit,day_of_week,month,is_weekend
2022-05-02,CUST_480,Bijoux,Bague argent,1,54.46,54.46,32.76,32.76,21.71,0,5,False
2022-05-02,CUST_475,Textiles,Écharpe laine,1,28.94,28.94,18.84,18.84,10.1,0,5,False
2022-05-02,CUST_078,Peintures,Nature morte,1,299.05,299.05,236.93,236.93,62.12,0,5,False
2022-05-02,CUST_062,Bijoux,Collier perles,1,23.32,23.32,14.08,14.08,9.24,0,5,False
2022-05-02,CUST_306,Textiles,Écharpe laine,1,95.19,95.19,62.64,62.64,32.55,0,5,False
2022-05-02,CUST_292,Bijoux,Boucles oreilles,1,79.0,79.0,59.91,59.91,19.09,0,5,False
2022-05-02,CUST_219,Textiles,Coussin brodé,2,63.22,126.45,47.86,95.73,30.72,0,5,False
2022-05-02,CUST_486,Bougies,Bougie eucalyptus,2,9.55,19.09,5.82,11.65,7.44,0,5,False
2022-05-02,CUST_057,Poterie,Bol décoratif,1,35.76,35.76,23.78,23.78,11.99,0,5,False
2022-05-03,CUST_172,Bijoux,Bracelet cuir,1,52.56,52.56,32.32,32.32,20.24,1,5,False
2022-05-03,CUST_373,Bijoux,Collier perles,1,64.58,64.58,43.83,43.83,20.76,1,5,False
2022-05-03,CUST_391,Bougies,Bougie eucalyptus,1,29.44,29.44,23.19,23.19,6.26,1,5,False
2022-05-03,CUST_431,Bougies,Bougie vanille,1,33.94,33.94,20.46,20.46,13.48,1,5,False
2022-05-03,CUST_373,Bougies,Bougie vanille,1,26.71,26.71,21.34,21.34,5.37,1,5,False
2022-05-03,CUST_486,Peintures,Nature morte,1,304.0,304.0,192.68,192.68,111.31,1,5,False
2022-05-04,CUST_017,Bijoux,Collier perles,3,69.09,207.28,49.9,149.71,57.57,2,5,False
2022-05-04,CUST_252,Sculptures,Sculpture métal,1,92.62,92.62,62.0,62.0,30.62,2,5,False
2022-05-04,CUST_211,Poterie,Bol décoratif,1,49.05,49.05,35.09,35.09,13.96,2,5,False
2022-05-04,CUST_047,Poterie,Bol décoratif,1,34.3,34.3,24.04,24.04,10.26,2,5,False
2022-05-04,CUST_430,Bijoux,Bague argent,1,83.07,83.07,57.24,57.24,25.83,2,5,False
2022-05-05,CUST_035,Poterie,Vase céramique,1,72.02,72.02,57.14,57.14,14.88,3,5,False
2022-05-05,CUST_409,Bougies,Bougie vanille,1,17.4,17.4,13.8,13.8,3.6,3,5,False
2022-05-05,CUST_404,Sculptures,Figurine argile,1,181.52,181.52,118.84,118.84,62.68,3,5,False
2022-05-05,CUST_185,Poterie,Tasse thé,1,22.96,22.96,15.4,15.4,7.56,3,5,False
2022-05-05,CUST_396,Bijoux,Boucles oreilles,1,48.68,48.68,32.22,32.22,16.46,3,5,False
2022-05-05,CUST_196,Bougies,Bougie vanille,1,20.01,20.01,15.94,15.94,4.07,3,5,False
2022-05-05,CUST_119,Textiles,Écharpe laine,1,78.7,78.7,48.61,48.61,30.09,3,5,False
2022-05-05,CUST_044,Bijoux,Boucles oreilles,1,77.59,77.59,49.83,49.83,27.76,3,5,False
2022-05-05,CUST_214,Savons,Savon olive,1,21.88,21.88,14.08,14.08,7.8,3,5,False
2022-05-05,CUST_007,Savons,Savon karité,1,6.45,6.45,4.32,4.32,2.13,3,5,False
2022-05-05,CUST_134,Poterie,Assiette artisanale,1,27.54,27.54,17.84,17.84,9.7,3,5,False
2022-05-06,CUST_168,Sculptures,Objet décoratif,1,288.67,288.67,187.15,187.15,101.51,4,5,False
2022-05-06,CUST_324,Savons,Savon karité,1,10.34,10.34,7.81,7.81,2.53,4,5,False
2022-05-06,CUST_355,Savons,Savon miel,1,12.19,12.19,8.08,8.08,4.11,4,5,False
2022-05-06,CUST_171,Bougies,Bougie vanille,1,8.27,8.27,5.5,5.5,2.76,4,5,False
2022-05-06,CUST_442,Sculptures,Figurine argile,1,126.02,126.02,83.02,83.02,43.0,4,5,False
2022-05-07,CUST_011,Textiles,Tapis petit,1,45.6,45.6,30.4,30.4,15.2,5,5,True
2022-05-07,CUST_200,Savons,Savon miel,1,16.39,16.39,11.53,11.53,4.85,5,5,True
2022-05-07,CUST_416,Bijoux,Collier perles,1,66.66,66.66,42.42,42.42,24.24,5,5,True
2022-05-07,CUST_145,Savons,Savon olive,1,10.16,10.16,6.37,6.37,3.79,5,5,True
2022-05-07,CUST_130,Textiles,Coussin brodé,1,78.07,78.07,58.96,58.96,19.11,5,5,True
2022-05-07,CUST_165,Sculptures,Objet décoratif,1,78.49,78.49,60.19,60.19,18.3,5,5,True
2022-05-07,CUST_166,Savons,Savon miel,1,14.17,14.17,8.6,8.6,5.57,5,5,True
2022-05-07,CUST_170,Bijoux,Collier perles,1,60.68,60.68,43.02,43.02,17.65,5,5,True
2022-05-07,CUST_163,Textiles,Tapis petit,1,84.63,84.63,52.54,52.54,32.08,5,5,True
2022-05-07,CUST_375,Textiles,Coussin brodé,1,64.61,64.61,40.15,40.15,24.47,5,5,True
2022-05-07,CUST_314,Textiles,Sac toile,1,87.11,87.11,53.58,53.58,33.53,5,5,True
2022-05-07,CUST_038,Bougies,Bougie vanille,1,14.95,14.95,9.75,9.75,5.2,5,5,True
2022-05-07,CUST_351,Textiles,Tapis petit,1,70.78,70.78,52.52,52.52,18.26,5,5,True
2022-05-07,CUST_260,Bougies,Bougie rose,1,15.43,15.43,10.31,10.31,5.12,5,5,True
2022-05-08,CUST_159,Bijoux,Bracelet cuir,1,82.86,82.86,51.84,51.84,31.02,6,5,True
2022-05-08,CUST_051,Poterie,Vase céramique,1,74.71,74.71,45.42,45.42,29.29,6,5,True
2022-05-08,CUST_258,Bijoux,Boucles oreilles,1,88.66,88.66,54.17,54.17,34.49,6,5,True
2022-05-08,CUST_085,Textiles,Coussin brodé,1,94.64,94.64,62.68,62.68,31.96,6,5,True
2022-05-08,CUST_218,Bijoux,Boucles oreilles,3,110.96,332.87,81.26,243.78,89.09,6,5,True
2022-05-08,CUST_261,Savons,Savon miel,1,18.99,18.99,11.61,11.61,7.38,6,5,True
2022-05-08,CUST_047,Bijoux,Bracelet cuir,1,25.77,25.77,16.18,16.18,9.59,6,5,True
2022-05-08,CUST_155,Sculptures,Objet décoratif,1,295.77,295.77,228.88,228.88,66.88,6,5,True
2022-05-08,CUST_456,Sculptures,Figurine argile,1,193.19,193.19,152.14,152.14,41.05,6,5,True
2022-05-08,CUST_447,Poterie,Vase céramique,1,60.3,60.3,39.25,39.25,21.05,6,5,True
2022-05-08,CUST_249,Bijoux,Bague argent,1,20.12,20.12,13.84,13.84,6.29,6,5,True
2022-05-08,CUST_080,Bougies,Bougie lavande,1,10.47,10.47,7.5,7.5,2.97,6,5,True
2022-05-08,CUST_232,Sculptures,Statue bois,1,96.06,96.06,68.93,68.93,27.13,6,5,True
2022-05-08,CUST_225,Bijoux,Boucles oreilles,1,20.15,20.15,15.39,15.39,4.76,6,5,True
2022-05-08,CUST_435,Bougies,Bougie lavande,1,24.1,24.1,14.59,14.59,9.51,6,5,True
2022-05-08,CUST_135,Poterie,Bol décoratif,1,54.85,54.85,40.31,40.31,14.53,6,5,True
2022-05-09,CUST_082,Poterie,Assiette artisanale,1,54.73,54.73,41.39,41.39,13.34,0,5,False
2022-05-09,CUST_212,Sculptures,Objet décoratif,1,218.21,218.21,172.4,172.4,45.81,0,5,False
2022-05-09,CUST_105,Bougies,Bougie lavande,1,19.66,19.66,15.55,15.55,4.11,0,5,False
2022-05-09,CUST_301,Bijoux,Boucles oreilles,1,96.33,96.33,69.77,69.77,26.56,0,5,False
2022-05-09,CUST_484,Peintures,Toile paysage,2,86.15,172.3,68.51,137.02,35.28,0,5,False
2022-05-09,CUST_271,Peintures,Abstrait,1,396.56,396.56,308.93,308.93,87.63,0,5,False
2022-05-09,CUST_325,Savons,Savon karité,1,21.65,21.65,16.94,16.94,4.71,0,5,False
2022-05-09,CUST_178,Textiles,Coussin brodé,3,25.17,75.52,19.67,59.0,16.52,0,5,False
2022-05-09,CUST_161,Bougies,Bougie eucalyptus,1,20.36,20.36,15.79,15.79,4.57,0,5,False
2022-05-09,CUST_276,Bijoux,Bracelet cuir,1,36.59,36.59,23.59,23.59,13.0,0,5,False
2022-05-10,CUST_216,Bijoux,Boucles oreilles,1,68.89,68.89,47.17,47.17,21.72,1,5,False
2022-05-10,CUST_180,Bougies,Bougie rose,1,30.68,30.68,18.94,18.94,11.74,1,5,False
2022-05-10,CUST_100,Sculptures,Figurine argile,1,81.15,81.15,52.42,52.42,28.74,1,5,False
2022-05-10,CUST_273,Savons,Savon karité,1,5.35,5.35,3.4,3.4,1.96,1,5,False
2022-05-10,CUST_002,Sculptures,Sculpture métal,1,85.15,85.15,56.91,56.91,28.24,1,5,False
2022-05-10,CUST_442,Savons,Savon olive,1,14.34,14.34,9.25,9.25,5.09,1,5,False
2022-05-10,CUST_082,Poterie,Bol décoratif,1,36.5,36.5,28.16,28.16,8.34,1,5,False
2022-05-10,CUST_389,Textiles,Tapis petit,1,61.69,61.69,37.98,37.98,23.71,1,5,False
2022-05-10,CUST_362,Savons,Savon olive,2,13.99,27.97,11.06,22.11,5.86,1,5,False
2022-05-11,CUST_231,Bijoux,Collier perles,1,46.45,46.45,28.76,28.76,17.69,2,5,False
2022-05-11,CUST_102,Poterie,Assiette artisanale,1,78.79,78.79,50.01,50.01,28.77,2,5,False
2022-05-11,CUST_313,Bijoux,Boucles oreilles,1,110.82,110.82,66.65,66.65,44.17,2,5,False
2022-05-11,CUST_008,Poterie,Bol décoratif,1,44.82,44.82,29.02,29.02,15.81,2,5,False
2022-05-11,CUST_234,Bougies,Bougie rose,3,25.01,75.04,16.73,50.19,24.85,2,5,False
2022-05-11,CUST_474,Bijoux,Boucles oreilles,1,69.78,69.78,52.78,52.78,17.0,2,5,False
2022-05-11,CUST_068,Textiles,Coussin brodé,1,31.94,31.94,21.84,21.84,10.1,2,5,False
2022-05-11,CUST_130,Textiles,Écharpe laine,1,92.96,92.96,56.78,56.78,36.17,2,5,False
2022-05-11,CUST_352,Bijoux,Collier perles,1,84.08,84.08,63.68,63.68,20.41,2,5,False
2022-05-11,CUST_312,Textiles,Coussin brodé,1,61.24,61.24,44.23,44.23,17.01,2,5,False
2022-05-12,CUST_204,Sculptures,Statue bois,1,136.19,136.19,105.99,105.99,30.21,3,5,False
2022-05-12,CUST_100,Textiles,Coussin brodé,2,43.66,87.32,27.54,55.09,32.23,3,5,False
2022-05-12,CUST_491,Bijoux,Boucles oreilles,1,82.59,82.59,56.98,56.98,25.61,3,5,False
2022-05-12,CUST_115,Savons,Savon lavande,1,17.44,17.44,13.81,13.81,3.63,3,5,False
2022-05-12,CUST_211,Sculptures,Statue bois,1,216.08,216.08,130.48,130.48,85.61,3,5,False
2022-05-12,CUST_434,Bijoux,Bague argent,1,81.37,81.37,57.37,57.37,24.0,3,5,False
2022-05-12,CUST_097,Bijoux,Bracelet cuir,1,93.37,93.37,72.42,72.42,20.95,3,5,False
2022-05-12,CUST_106,Poterie,Tasse thé,1,42.97,42.97,28.81,28.81,14.17,3,5,False
2022-05-12,CUST_412,Bougies,Bougie lavande,1,23.61,23.61,17.66,17.66,5.96,3,5,False
2022-05-13,CUST_446,Savons,Savon karité,1,19.39,19.39,11.95,11.95,7.44,4,5,False
2022-05-13,CUST_140,Poterie,Assiette artisanale,1,69.9,69.9,48.75,48.75,21.16,4,5,False
2022-05-13,CUST_089,Bougies,Bougie vanille,1,32.26,32.26,20.32,20.32,11.94,4,5,False
2022-05-13,CUST_052,Bougies,Bougie lavande,1,12.9,12.9,7.87,7.87,5.03,4,5,False
2022-05-13,CUST_131,Textiles,Écharpe laine,2,95.02,190.04,59.39,118.78,71.26,4,5,False
2022-05-13,CUST_403,Bijoux,Bague argent,1,104.79,104.79,76.1,76.1,28.69,4,5,False
2022-05-13,CUST_121,Bijoux,Bracelet cuir,2,47.18,94.35,37.41,74.81,19.54,4,5,False
2022-05-13,CUST_012,Savons,Savon miel,1,24.46,24.46,16.69,16.69,7.76,4,5,False
2022-05-13,CUST_406,Bijoux,Boucles oreilles,1,17.59,17.59,11.33,11.33,6.26,4,5,False
2022-05-13,CUST_143,Savons,Savon karité,1,21.01,21.01,15.28,15.28,5.73,4,5,False
2022-05-13,CUST_160,Textiles,Coussin brodé,1,94.38,94.38,58.58,58.58,35.8,4,5,False
2022-05-13,CUST_232,Poterie,Assiette artisanale,3,36.13,108.39,27.88,83.64,24.75,4,5,False
2022-05-13,CUST_437,Bijoux,Bracelet cuir,1,83.26,83.26,50.48,50.48,32.78,4,5,False
2022-05-13,CUST_321,Bougies,Bougie vanille,1,32.27,32.27,20.23,20.23,12.04,4,5,False
2022-05-13,CUST_028,Textiles,Coussin brodé,1,35.45,35.45,21.53,21.53,13.92,4,5,False
2022-05-14,CUST_115,Bijoux,Bague argent,1,116.32,116.32,79.09,79.09,37.23,5,5,True
2022-05-14,CUST_027,Peintures,Nature morte,1,291.1,291.1,215.5,215.5,75.61,5,5,True
2022-05-14,CUST_341,Peintures,Nature morte,1,331.73,331.73,262.29,262.29,69.44,5,5,True
2022-05-14,,Textiles,Sac toile,1,86.36,86.36,53.99,53.99,32.38,5,5,True
2022-05-14,CUST_261,Savons,Savon olive,1,11.47,11.47,8.11,8.11,3.36,5,5,True
2022-05-14,CUST_094,Sculptures,Objet décoratif,1,201.94,201.94,147.14,147.14,54.81,5,5,True
2022-05-14,CUST_380,Bijoux,Boucles oreilles,1,42.95,42.95,26.8,26.8,16.16,5,5,True
2022-05-14,CUST_216,Peintures,Nature morte,1,166.74,166.74,128.94,128.94,37.8,5,5,True
2022-05-14,CUST_490,Bougies,Bougie rose,1,30.01,30.01,19.78,19.78,10.22,5,5,True
2022-05-14,CUST_172,Sculptures,Figurine argile,1,279.39,279.39,172.05,172.05,107.34,5,5,True
2022-05-14,CUST_480,Bijoux,Boucles oreilles,1,16.67,16.67,13.21,13.21,3.46,5,5,True
2022-05-14,CUST_330,Savons,Savon lavande,1,6.93,6.93,4.6,4.6,2.33,5,5,True
2022-05-14,CUST_311,Sculptures,Statue bois,1,146.28,146.28,89.07,89.07,57.21,5,5,True
2022-05-14,CUST_079,Textiles,Tapis petit,1,33.77,33.77,26.03,26.03,7.75,5,5,True
2022-05-14,CUST_186,Bougies,Bougie lavande,1,13.18,13.18,8.86,8.86,4.32,5,5,True
2022-05-14,CUST_466,Bougies,Bougie rose,1,23.78,23.78,15.89,15.89,7.89,5,5,True
2022-05-14,CUST_416,Textiles,Coussin brodé,1,29.16,29.16,20.92,20.92,8.23,5,5,True
2022-05-14,CUST_034,Textiles,Écharpe laine,2,93.83,187.67,67.65,135.29,52.37,5,5,True
2022-05-14,CUST_400,Poterie,Bol décoratif,1,78.7,78.7,48.89,48.89,29.81,5,5,True
2022-05-14,CUST_227,Bijoux,Collier perles,1,61.97,61.97,45.73,45.73,16.24,5,5,True
2022-05-15,CUST_055,Savons,Savon miel,1,9.75,9.75,6.41,6.41,3.34,6,5,True
2022-05-15,CUST_121,Bougies,Bougie vanille,1,32.76,32.76,22.69,22.69,10.07,6,5,True
2022-05-15,CUST_315,Bijoux,Boucles oreilles,1,34.27,34.27,23.5,23.5,10.77,6,5,True
2022-05-15,CUST_442,Peintures,Portrait,1,192.36,192.36,124.43,124.43,67.93,6,5,True
2022-05-15,CUST_116,Bijoux,Collier perles,1,76.24,76.24,50.65,50.65,25.59,6,5,True
2022-05-15,CUST_328,Bougies,Bougie vanille,1,32.7,32.7,22.58,22.58,10.11,6,5,True
2022-05-15,CUST_235,Poterie,Assiette artisanale,1,51.68,51.68,32.15,32.15,19.54,6,5,True
2022-05-15,CUST_403,Peintures,Nature morte,1,443.42,443.42,330.58,330.58,112.85,6,5,True
2022-05-15,CUST_107,Bijoux,Bracelet cuir,1,85.03,85.03,65.99,65.99,19.04,6,5,True
2022-05-15,CUST_166,Bijoux,Boucles oreilles,1,80.16,80.16,59.31,59.31,20.85,6,5,True
2022-05-15,CUST_136,Bougies,Bougie vanille,1,22.39,22.39,17.82,17.82,4.56,6,5,True
2022-05-15,CUST_202,Sculptures,Statue bois,1,239.13,239.13,144.79,144.79,94.34,6,5,True
2022-05-15,CUST_423,Bougies,Bougie eucalyptus,1,12.72,12.72,8.07,8.07,4.65,6,5,True
2022-05-15,CUST_015,Bijoux,Bague argent,1,86.4,86.4,64.72,64.72,21.67,6,5,True
2022-05-15,CUST_151,Bijoux,Boucles oreilles,2,66.82,133.63,40.3,80.6,53.03,6,5,True
2022-05-15,CUST_419,Textiles,Tapis petit,1,29.63,29.63,18.99,18.99,10.64,6,5,True
2022-05-15,CUST_337,Bijoux,Boucles oreilles,1,46.78,46.78,30.68,30.68,16.1,6,5,True
2022-05-15,CUST_012,Sculptures,Figurine argile,1,271.39,271.39,210.73,210.73,60.66,6,5,True
2022-05-16,CUST_344,Sculptures,Figurine argile,1,140.02,140.02,91.21,91.21,48.82,0,5,False
2022-05-16,CUST_214,Savons,Savon lavande,3,8.98,26.94,5.39,16.18,10.76,0,5,False
2022-05-16,CUST_488,Bijoux,Collier perles,1,111.67,111.67,88.33,88.33,23.34,0,5,False
2022-05-16,CUST_116,Savons,Savon karité,1,22.88,22.88,14.93,14.93,7.95,0,5,False
2022-05-16,CUST_136,Peintures,Abstrait,1,283.15,283.15,214.57,214.57,68.58,0,5,False
2022-05-16,CUST_481,Textiles,Écharpe laine,1,76.94,76.94,60.5,60.5,16.44,0,5,False
2022-05-16,CUST_293,Sculptures,Figurine argile,1,180.05,180.05,108.58,108.58,71.47,0,5,False
2022-05-17,CUST_197,Peintures,Portrait,1,229.07,229.07,160.04,160.04,69.03,1,5,False
2022-05-17,CUST_380,Bougies,Bougie eucalyptus,2,18.36,36.72,11.6,23.2,13.52,1,5,False
2022-05-17,CUST_290,Savons,Savon karité,1,12.81,12.81,8.24,8.24,4.57,1,5,False
2022-05-17,,Bougies,Bougie vanille,1,21.51,21.51,13.63,13.63,7.88,1,5,False
2022-05-17,CUST_335,Savons,Savon lavande,1,6.83,6.83,5.32,5.32,1.51,1,5,False
2022-05-17,CUST_284,Poterie,Bol décoratif,1,26.94,26.94,16.36,16.36,10.57,1,5,False
2022-05-17,CUST_022,Savons,Savon karité,1,24.81,24.81,17.24,17.24,7.58,1,5,False
2022-05-18,CUST_353,Bougies,Bougie vanille,1,33.96,33.96,24.6,24.6,9.36,2,5,False
2022-05-18,CUST_257,Sculptures,Objet décoratif,1,185.3,185.3,130.04,130.04,55.26,2,5,False
2022-05-18,CUST_264,Savons,Savon miel,1,13.89,13.89,8.62,8.62,5.27,2,5,False
2022-05-18,CUST_463,Peintures,Portrait,1,207.24,207.24,164.32,164.32,42.92,2,5,False
2022-05-18,CUST_430,Poterie,Bol décoratif,1,61.9,61.9,45.46,45.46,16.44,2,5,False
2022-05-18,CUST_163,Savons,Savon olive,1,5.35,5.35,3.24,3.24,2.12,2,5,False
2022-05-18,CUST_034,Savons,Savon olive,1,16.31,16.31,9.83,9.83,6.48,2,5,False
2022-05-18,CUST_374,Bougies,Bougie rose,1,30.91,30.91,21.54,21.54,9.37,2,5,False
2022-05-18,CUST_186,Poterie,Vase céramique,1,40.53,40.53,28.87,28.87,11.66,2,5,False
2022-05-18,,Bougies,Bougie vanille,1,26.5,26.5,17.8,17.8,8.69,2,5,False
2022-05-18,CUST_395,Textiles,Coussin brodé,1,58.18,58.18,38.57,38.57,19.6,2,5,False
2022-05-18,CUST_164,Textiles,Écharpe laine,2,42.81,85.62,29.0,57.99,27.63,2,5,False
2022-05-18,CUST_118,Bougies,Bougie vanille,1,10.55,10.55,7.2,7.2,3.35,2,5,False
2022-05-19,CUST_007,Peintures,Toile paysage,3,192.67,578.0,122.36,367.07,210.93,3,5,False
2022-05-19,CUST_457,Bijoux,Bracelet cuir,1,96.47,96.47,66.51,66.51,29.95,3,5,False
2022-05-19,CUST_428,Textiles,Écharpe laine,1,48.34,48.34,37.21,37.21,11.13,3,5,False
2022-05-19,CUST_143,Poterie,Vase céramique,1,57.77,57.77,43.91,43.91,13.85,3,5,False
2022-05-19,CUST_023,Bijoux,Bracelet cuir,2,21.31,42.62,15.41,30.82,11.8,3,5,False
2022-05-19,CUST_109,Peintures,Abstrait,1,364.53,364.53,271.08,271.08,93.46,3,5,False
2022-05-19,CUST_299,Sculptures,Objet décoratif,1,63.42,63.42,40.26,40.26,23.17,3,5,False
2022-05-19,CUST_062,Bijoux,Bracelet cuir,1,108.67,108.67,76.25,76.25,32.42,3,5,False
2022-05-19,CUST_052,Savons,Savon miel,1,21.66,21.66,15.81,15.81,5.85,3,5,False
2022-05-19,CUST_155,Savons,Savon olive,1,7.81,7.81,5.56,5.56,2.25,3,5,False
2022-05-20,CUST_444,Poterie,Vase céramique,1,37.95,37.95,24.35,24.35,13.6,4,5,False
2022-05-20,CUST_096,Sculptures,Statue bois,1,81.4,81.4,63.27,63.27,18.14,4,5,False
2022-05-20,CUST_116,Peintures,Portrait,1,414.88,414.88,322.57,322.57,92.32,4,5,False
2022-05-20,CUST_144,Bijoux,Boucles oreilles,1,76.61,76.61,57.15,57.15,19.46,4,5,False
2022-05-20,CUST_394,Savons,Savon lavande,1,14.86,14.86,11.1,11.1,3.76,4,5,False
2022-05-20,CUST_279,Sculptures,Objet décoratif,1,68.88,68.88,50.5,50.5,18.38,4,5,False
2022-05-20,CUST_008,Bijoux,Bracelet cuir,1,106.79,106.79,79.31,79.31,27.47,4,5,False
2022-05-20,CUST_374,Savons,Savon karité,1,8.96,8.96,7.17,7.17,1.79,4,5,False
2022-05-20,CUST_378,Textiles,Sac toile,1,46.61,46.61,28.43,28.43,18.18,4,5,False
2022-05-20,CUST_189,Textiles,Coussin brodé,1,62.44,62.44,38.24,38.24,24.19,4,5,False
2022-05-20,CUST_158,Textiles,Coussin brodé,3,76.39,229.17,56.39,169.18,59.99,4,5,False
2022-05-21,CUST_175,Savons,Savon olive,1,13.98,13.98,9.92,9.92,4.06,5,5,True
2022-05-21,CUST_040,Peintures,Toile paysage,1,341.24,341.24,255.91,255.91,85.34,5,5,True
2022-05-21,CUST_272,Bougies,Bougie vanille,1,17.71,17.71,14.07,14.07,3.65,5,5,True
2022-05-21,CUST_369,Textiles,Coussin brodé,1,61.93,61.93,39.19,39.19,22.74,5,5,True
2022-05-21,CUST_277,Bougies,Bougie vanille,1,27.06,27.06,18.34,18.34,8.72,5,5,True
2022-05-21,CUST_093,Bijoux,Bague argent,1,58.19,58.19,41.02,41.02,17.17,5,5,True
2022-05-21,CUST_035,Poterie,Vase céramique,1,79.0,79.0,47.97,47.97,31.03,5,5,True
2022-05-21,CUST_229,Sculptures,Objet décoratif,1,189.9,189.9,127.19,127.19,62.71,5,5,True
2022-05-21,CUST_477,Bijoux,Bague argent,1,106.78,106.78,66.01,66.01,40.77,5,5,True
2022-05-21,CUST_034,Poterie,Vase céramique,1,64.83,64.83,45.86,45.86,18.97,5,5,True
2022-05-21,CUST_293,Poterie,Tasse thé,2,48.3,96.6,35.51,71.03,25.58,5,5,True
2022-05-21,CUST_229,Peintures,Abstrait,1,388.89,388.89,261.3,261.3,127.6,5,5,True
2022-05-22,CUST_324,Poterie,Assiette artisanale,1,49.98,49.98,37.13,37.13,12.85,6,5,True
2022-05-22,CUST_457,Bijoux,Collier perles,1,73.69,73.69,51.86,51.86,21.83,6,5,True
2022-05-22,CUST_139,Bijoux,Bracelet cuir,1,85.56,85.56,64.06,64.06,21.5,6,5,True
2022-05-22,CUST_489,Poterie,Vase céramique,1,49.02,49.02,31.95,31.95,17.07,6,5,True
2022-05-22,CUST_410,Savons,Savon karité,1,16.08,16.08,10.56,10.56,5.52,6,5,True
2022-05-22,CUST_260,Poterie,Assiette artisanale,1,56.47,56.47,41.52,41.52,14.95,6,5,True
2022-05-22,CUST_154,Textiles,Tapis petit,1,33.75,33.75,22.55,22.55,11.2,6,5,True
2022-05-23,CUST_413,Sculptures,Statue bois,1,293.69,293.69,179.74,179.74,113.95,0,5,False
2022-05-23,CUST_086,Textiles,Tapis petit,1,62.73,62.73,49.09,49.09,13.64,0,5,False
2022-05-24,CUST_369,Savons,Savon lavande,1,8.54,8.54,6.18,6.18,2.36,1,5,False
2022-05-24,CUST_427,Savons,Savon lavande,1,23.18,23.18,17.47,17.47,5.71,1,5,False
2022-05-24,CUST_185,Bougies,Bougie lavande,2,22.87,45.74,14.69,29.38,16.35,1,5,False
2022-05-24,CUST_460,Bougies,Bougie vanille,1,14.98,14.98,11.68,11.68,3.3,1,5,False
2022-05-24,CUST_321,Poterie,Tasse thé,1,25.2,25.2,15.41,15.41,9.79,1,5,False
2022-05-24,CUST_456,Bijoux,Boucles oreilles,1,84.59,84.59,57.91,57.91,26.69,1,5,False
2022-05-25,CUST_184,Textiles,Tapis petit,2,66.2,132.4,52.27,104.54,27.86,2,5,False
2022-05-25,CUST_386,Poterie,Bol décoratif,1,56.58,56.58,38.56,38.56,18.03,2,5,False
2022-05-25,CUST_203,Savons,Savon karité,1,17.04,17.04,10.53,10.53,6.51,2,5,False
2022-05-25,CUST_498,Textiles,Tapis petit,1,79.33,79.33,61.75,61.75,17.58,2,5,False
2022-05-25,CUST_084,Bijoux,Boucles oreilles,1,60.99,60.99,41.83,41.83,19.16,2,5,False
2022-05-25,CUST_065,Textiles,Coussin brodé,1,36.23,36.23,27.03,27.03,9.21,2,5,False
2022-05-25,CUST_149,Bougies,Bougie lavande,1,29.83,29.83,22.64,22.64,7.18,2,5,False
2022-05-25,CUST_382,Savons,Savon karité,1,23.65,23.65,17.94,17.94,5.71,2,5,False
2022-05-25,CUST_311,Poterie,Assiette artisanale,1,72.4,72.4,55.47,55.47,16.93,2,5,False
2022-05-25,CUST_422,Sculptures,Objet décoratif,1,180.79,180.79,110.04,110.04,70.75,2,5,False
2022-05-25,CUST_337,Savons,Savon miel,1,20.05,20.05,14.1,14.1,5.95,2,5,False
2022-05-25,CUST_138,Bijoux,Bracelet cuir,1,46.23,46.23,29.66,29.66,16.57,2,5,False
2022-05-25,CUST_426,Savons,Savon olive,1,13.31,13.31,8.74,8.74,4.57,2,5,False
2022-05-26,CUST_362,Peintures,Abstrait,1,289.24,289.24,186.17,186.17,103.07,3,5,False
2022-05-26,CUST_464,Sculptures,Statue bois,1,88.49,88.49,57.41,57.41,31.08,3,5,False
2022-05-26,CUST_125,Poterie,Vase céramique,1,73.21,73.21,54.85,54.85,18.37,3,5,False
2022-05-26,CUST_066,Bougies,Bougie vanille,1,29.24,29.24,20.76,20.76,8.48,3,5,False
2022-05-26,CUST_132,Sculptures,Objet décoratif,1,51.03,51.03,34.87,34.87,16.16,3,5,False
2022-05-26,CUST_194,Savons,Savon miel,1,23.88,23.88,15.46,15.46,8.41,3,5,False
2022-05-26,CUST_125,Bijoux,Boucles oreilles,1,26.89,26.89,20.77,20.77,6.12,3,5,False
2022-05-26,CUST_441,Savons,Savon olive,1,18.58,18.58,14.84,14.84,3.74,3,5,False
2022-05-26,CUST_407,Savons,Savon olive,1,16.16,16.16,9.97,9.97,6.18,3,5,False
2022-05-26,CUST_060,Peintures,Nature morte,1,431.48,431.48,345.12,345.12,86.36,3,5,False
2022-05-26,CUST_169,Bijoux,Collier perles,1,31.77,31.77,20.88,20.88,10.9,3,5,False
2022-05-26,CUST_154,Bougies,Bougie vanille,1,34.33,34.33,26.65,26.65,7.68,3,5,False
2022-05-26,CUST_464,Poterie,Vase céramique,1,72.2,72.2,45.7,45.7,26.5,3,5,False
2022-05-26,CUST_106,Sculptures,Figurine argile,1,234.2,234.2,186.86,186.86,47.34,3,5,False
2022-05-26,CUST_317,Bijoux,Collier perles,1,65.6,65.6,43.5,43.5,22.09,3,5,False
